Name,Gender,Date_of_Birth,Domicile_State,Reservation_Category,10th_Marks,12th_Marks,Exam_Marks,Home_Guard_Status,Marital_Status,FIR_Registered
Student_9537,Male,1999-03-13,State_A,OBC,9.27,8.54,6.84,No,Single,No
Student_9538,Male,1999-03-13,State_D,OBC,12.85,10.24,8.45,Yes,Single,No
Student_9539,Male,1999-03-13,State_D,General,12.52,16.27,14.09,No,Single,Yes
Student_9540,Female,1999-03-13,State_D,General,11.7,11.63,7.84,No,Married,No
Student_9541,Female,1999-03-13,State_C,SC,12.27,9.23,9.3,Yes,Single,No
Student_9542,Female,1999-03-14,State_D,OBC,4.76,5.38,6.85,No,Single,No
Student_9543,Male,1999-03-14,State_D,SC,14.43,15.3,18.51,No,Married,No
Student_9544,Male,1999-03-14,State_B,General,11.02,11.1,8.54,No,Single,No
Student_9545,Other,1999-03-14,State_B,General,7.81,4.58,3.62,No,Single,No
Student_9546,Male,1999-03-14,State_D,SC,15.6,15.06,13.89,No,Single,No
Student_9547,Female,1999-03-14,State_A,ST,13.84,12.44,12.79,No,Single,No
Student_9548,Female,1999-03-15,State_C,SC,17.02,12.28,13.01,Yes,Single,No
Student_9549,Male,1999-03-15,State_D,General,9.82,8.24,7.46,No,Single,No
Student_9550,Female,1999-03-15,State_C,ST,15.76,16.26,17.24,No,Married,No
Student_9551,Male,1999-03-15,State_D,SC,11.19,15.04,12.13,No,Married,No
Student_9552,Female,1999-03-15,State_C,OBC,16.2,13.15,15.21,Yes,Single,No
Student_9553,Male,1999-03-15,State_D,OBC,14.46,13.11,14.96,No,Single,No
Student_9554,Female,1999-03-16,State_C,OBC,13.37,12.7,12.04,No,Single,No
Student_9555,Female,1999-03-16,State_A,General,5.12,7.3,5.88,No,Married,Yes
Student_9556,Male,1999-03-16,State_D,OBC,10.18,9.76,9.05,No,Married,No
Student_9557,Female,1999-03-16,State_D,General,7.33,9.82,8.13,No,Single,No
Student_9558,Male,1999-03-16,State_D,OBC,11.76,12.76,12.89,No,Married,No
Student_9559,Female,1999-03-16,State_D,OBC,8.38,5.67,4.27,No,Single,Yes
Student_9560,Male,1999-03-17,State_D,General,9.29,10.67,9.45,No,Single,No
Student_9561,Male,1999-03-17,State_D,General,13.54,15.03,16.41,No,Single,No
Student_9562,Male,1999-03-17,State_B,General,14.52,15.11,15.29,No,Single,No
Student_9563,Male,1999-03-17,State_A,ST,12.61,14.62,9.82,No,Married,No
Student_9564,Other,1999-03-17,State_B,General,8.98,11.63,14.6,No,Single,No
Student_9565,Female,1999-03-17,State_A,SC,6.26,8.96,7.79,No,Married,No
Student_9566,Male,1999-03-17,State_D,ST,15.94,17.22,17.74,No,Single,No
Student_9567,Female,1999-03-18,State_B,SC,10.83,12.61,11.55,No,Single,No
Student_9568,Other,1999-03-18,State_B,OBC,7.37,7.75,4.54,No,Single,No
Student_9569,Female,1999-03-18,State_A,General,12.44,11.83,15.09,No,Single,No
Student_9570,Male,1999-03-18,State_B,OBC,9.34,6.49,8.22,No,Single,No
Student_9571,Male,1999-03-18,State_A,General,6.06,5.8,4.0,No,Single,No
Student_9572,Female,1999-03-18,State_D,OBC,11.46,10.28,13.83,No,Married,No
Student_9573,Male,1999-03-19,State_A,OBC,15.4,13.8,14.36,No,Married,No
Student_9574,Male,1999-03-19,State_C,OBC,13.6,13.49,9.2,No,Married,No
Student_9575,Male,1999-03-19,State_D,ST,10.9,10.03,11.73,No,Single,No
Student_9576,Male,1999-03-19,State_A,General,8.04,8.06,11.18,No,Single,No
Student_9577,Male,1999-03-19,State_D,OBC,7.9,9.17,9.13,Yes,Single,No
Student_9578,Female,1999-03-19,State_D,OBC,14.64,15.28,16.44,Yes,Single,No
Student_9579,Female,1999-03-20,State_A,General,10.6,13.42,11.57,Yes,Single,No
Student_9580,Female,1999-03-20,State_B,OBC,7.3,9.25,10.86,No,Single,No
Student_9581,Female,1999-03-20,State_B,General,16.37,17.26,18.36,No,Single,No
Student_9582,Male,1999-03-20,State_D,OBC,11.32,8.34,8.27,No,Married,No
Student_9583,Female,1999-03-20,State_B,General,16.53,14.64,18.61,Yes,Married,No
Student_9584,Male,1999-03-20,State_C,General,9.39,10.27,10.68,No,Single,No
Student_9585,Female,1999-03-21,State_D,OBC,10.84,11.15,13.73,No,Married,No
Student_9586,Other,1999-03-21,State_A,SC,7.31,8.53,9.11,No,Married,No
Student_9587,Female,1999-03-21,State_C,OBC,9.83,13.95,13.85,No,Married,No
Student_9588,Female,1999-03-21,State_D,OBC,14.43,15.74,15.88,Yes,Single,No
Student_9589,Female,1999-03-21,State_D,General,13.58,13.44,15.44,No,Single,No
Student_9590,Other,1999-03-21,State_D,OBC,11.1,9.74,7.72,No,Married,No
Student_9591,Female,1999-03-21,State_B,SC,6.36,5.39,2.71,No,Married,No
Student_9592,Female,1999-03-22,State_A,ST,8.81,10.53,11.11,No,Married,No
Student_9593,Male,1999-03-22,State_C,ST,10.27,9.6,7.7,No,Single,No
Student_9594,Female,1999-03-22,State_A,SC,1.75,2.35,0.0,Yes,Single,No
Student_9595,Male,1999-03-22,State_D,General,8.19,6.14,4.53,No,Single,No
Student_9596,Female,1999-03-22,State_A,General,13.54,10.9,12.88,Yes,Single,No
Student_9597,Male,1999-03-22,State_C,OBC,6.82,13.11,9.31,No,Single,No
Student_9598,Male,1999-03-23,State_C,OBC,8.38,9.3,9.65,No,Married,No
Student_9599,Male,1999-03-23,State_C,General,11.81,14.29,14.52,No,Single,No
Student_9600,Female,1999-03-23,State_C,General,14.24,12.7,12.92,Yes,Single,No
Student_9601,Female,1999-03-23,State_D,OBC,13.24,14.63,17.04,No,Single,Yes
Student_9602,Female,1999-03-23,State_C,General,8.72,7.95,4.22,No,Single,No
Student_9603,Female,1999-03-23,State_D,OBC,5.45,7.12,7.7,No,Married,No
Student_9604,Male,1999-03-24,State_D,General,7.54,6.73,11.36,No,Single,No
Student_9605,Female,1999-03-24,State_A,General,7.39,6.87,3.41,No,Single,No
Student_9606,Female,1999-03-24,State_A,General,11.7,12.11,9.38,No,Single,No
Student_9607,Female,1999-03-24,State_A,OBC,12.04,12.88,9.58,No,Single,No
Student_9608,Female,1999-03-24,State_B,General,7.13,10.22,10.24,No,Married,No
Student_9609,Female,1999-03-24,State_A,General,12.82,13.27,11.81,No,Married,No
Student_9610,Female,1999-03-25,State_A,General,9.37,10.69,10.29,No,Single,No
Student_9611,Male,1999-03-25,State_B,SC,5.93,5.32,6.38,No,Married,No
Student_9612,Female,1999-03-25,State_C,General,9.61,11.81,10.41,No,Single,No
Student_9613,Female,1999-03-25,State_D,General,13.28,14.94,16.18,No,Married,No
Student_9614,Male,1999-03-25,State_B,OBC,8.59,8.71,7.93,No,Single,No
Student_9615,Female,1999-03-25,State_B,OBC,12.09,10.45,10.63,No,Married,No
Student_9616,Female,1999-03-26,State_B,SC,15.22,14.55,17.46,No,Married,No
Student_9617,Female,1999-03-26,State_B,General,14.88,15.67,16.11,No,Married,No
Student_9618,Female,1999-03-26,State_B,ST,14.78,12.9,11.36,No,Married,No
Student_9619,Male,1999-03-26,State_A,General,6.58,4.78,3.92,Yes,Single,No
Student_9620,Female,1999-03-26,State_C,OBC,12.05,12.36,13.75,No,Married,No
Student_9621,Female,1999-03-26,State_A,SC,10.6,8.86,8.1,No,Single,Yes
Student_9622,Male,1999-03-26,State_D,SC,14.19,14.68,17.58,No,Single,No
Student_9623,Male,1999-03-27,State_D,OBC,17.13,17.97,18.77,No,Married,No
Student_9624,Male,1999-03-27,State_A,ST,8.64,8.3,5.91,No,Single,No
Student_9625,Female,1999-03-27,State_A,OBC,12.58,12.68,14.38,No,Single,No
Student_9626,Female,1999-03-27,State_D,OBC,17.65,19.94,20.0,No,Single,No
Student_9627,Male,1999-03-27,State_D,General,10.08,11.64,8.42,No,Single,No
Student_9628,Male,1999-03-27,State_D,General,11.84,11.47,11.31,No,Married,Yes
Student_9629,Male,1999-03-28,State_C,General,9.16,12.04,11.66,No,Single,No
Student_9630,Female,1999-03-28,State_B,OBC,15.74,15.89,15.93,No,Married,No
Student_9631,Female,1999-03-28,State_A,SC,8.74,10.75,12.34,No,Married,Yes
Student_9632,Female,1999-03-28,State_B,General,6.28,8.72,9.19,No,Single,No
Student_9633,Male,1999-03-28,State_B,OBC,14.66,17.23,17.38,No,Single,No
Student_9634,Male,1999-03-28,State_D,General,10.56,8.11,9.19,No,Single,No
Student_9635,Male,1999-03-29,State_A,OBC,11.29,11.47,10.05,No,Single,No
Student_9636,Female,1999-03-29,State_B,General,15.89,13.62,15.09,No,Single,Yes
Student_9637,Male,1999-03-29,State_C,General,8.55,9.09,6.68,No,Married,No
Student_9638,Male,1999-03-29,State_A,ST,9.15,4.69,5.75,No,Married,No
Student_9639,Female,1999-03-29,State_A,SC,15.78,14.47,14.95,No,Single,No
Student_9640,Female,1999-03-29,State_D,OBC,13.96,11.71,10.77,No,Single,No
Student_9641,Male,1999-03-30,State_D,General,13.15,15.01,14.24,No,Single,No
Student_9642,Male,1999-03-30,State_C,SC,13.7,11.55,12.28,No,Single,No
Student_9643,Female,1999-03-30,State_B,General,9.39,9.46,10.37,No,Married,Yes
Student_9644,Female,1999-03-30,State_B,OBC,6.12,7.76,9.24,Yes,Single,No
Student_9645,Male,1999-03-30,State_C,SC,12.94,11.13,10.5,No,Married,No
Student_9646,Male,1999-03-30,State_A,OBC,8.8,8.9,8.75,Yes,Single,No
Student_9647,Female,1999-03-30,State_A,SC,8.07,7.11,6.38,No,Married,No
Student_9648,Male,1999-03-31,State_C,General,14.55,18.2,16.33,No,Married,No
Student_9649,Female,1999-03-31,State_A,General,12.88,11.86,13.02,No,Single,No
Student_9650,Female,1999-03-31,State_A,OBC,15.05,12.98,15.2,No,Married,No
Student_9651,Female,1999-03-31,State_B,SC,10.86,12.6,14.96,Yes,Single,No
Student_9652,Female,1999-03-31,State_B,General,13.78,14.08,16.99,Yes,Divorced,No
Student_9653,Male,1999-03-31,State_B,SC,3.6,4.48,2.72,No,Married,No
Student_9654,Female,1999-04-01,State_A,General,12.32,10.41,13.86,Yes,Divorced,No
Student_9655,Female,1999-04-01,State_D,OBC,12.68,11.06,13.95,Yes,Single,No
Student_9656,Male,1999-04-01,State_A,ST,10.12,9.58,6.43,No,Married,No
Student_9657,Male,1999-04-01,State_B,OBC,11.44,11.77,14.21,No,Single,No
Student_9658,Female,1999-04-01,State_B,General,6.26,6.54,5.4,No,Single,No
Student_9659,Female,1999-04-01,State_D,SC,9.48,12.35,13.06,No,Single,No
Student_9660,Female,1999-04-02,State_A,SC,7.44,7.72,7.91,No,Single,No
Student_9661,Male,1999-04-02,State_D,General,14.39,15.99,16.1,Yes,Married,No
Student_9662,Female,1999-04-02,State_D,General,16.01,14.43,15.47,No,Single,No
Student_9663,Male,1999-04-02,State_A,General,13.54,14.17,14.97,No,Married,No
Student_9664,Other,1999-04-02,State_D,General,15.02,15.94,20.0,Yes,Married,No
Student_9665,Male,1999-04-02,State_B,General,15.23,16.0,13.24,Yes,Single,No
Student_9666,Male,1999-04-03,State_D,OBC,8.44,8.44,7.72,Yes,Single,No
Student_9667,Male,1999-04-03,State_B,OBC,3.9,3.26,3.72,No,Single,No
Student_9668,Female,1999-04-03,State_A,General,13.33,10.07,4.08,No,Married,No
Student_9669,Male,1999-04-03,State_B,OBC,13.81,13.26,12.29,No,Single,No
Student_9670,Female,1999-04-03,State_B,OBC,13.48,12.75,11.39,Yes,Single,No
Student_9671,Male,1999-04-03,State_A,General,14.73,13.67,13.84,No,Married,Yes
Student_9672,Female,1999-04-03,State_B,ST,10.96,12.68,11.73,No,Single,No
Student_9673,Male,1999-04-04,State_B,ST,7.91,8.77,7.18,No,Single,No
Student_9674,Female,1999-04-04,State_C,OBC,15.08,15.91,15.49,No,Single,No
Student_9675,Male,1999-04-04,State_A,General,15.21,18.12,20.0,No,Single,No
Student_9676,Male,1999-04-04,State_C,ST,11.03,11.8,11.39,No,Single,No
Student_9677,Female,1999-04-04,State_B,SC,14.66,14.86,18.43,No,Divorced,No
Student_9678,Male,1999-04-04,State_A,OBC,8.8,6.54,5.48,No,Married,No
Student_9679,Female,1999-04-05,State_C,SC,6.69,7.27,7.54,No,Married,Yes
Student_9680,Male,1999-04-05,State_D,General,12.93,14.32,16.68,No,Single,No
Student_9681,Female,1999-04-05,State_A,OBC,8.52,5.68,7.21,No,Single,No
Student_9682,Male,1999-04-05,State_A,General,8.75,10.89,9.73,No,Single,No
Student_9683,Female,1999-04-05,State_C,OBC,8.32,6.38,6.1,No,Married,No
Student_9684,Male,1999-04-05,State_D,General,18.99,20.0,20.0,No,Single,No
Student_9685,Female,1999-04-06,State_B,OBC,15.48,14.73,17.21,Yes,Single,No
Student_9686,Female,1999-04-06,State_B,OBC,4.13,3.17,0.0,Yes,Single,No
Student_9687,Female,1999-04-06,State_A,OBC,14.09,14.56,12.39,No,Single,Yes
Student_9688,Male,1999-04-06,State_A,General,9.52,8.3,7.45,Yes,Single,No
Student_9689,Male,1999-04-06,State_A,General,14.5,17.76,17.03,No,Single,No
Student_9690,Female,1999-04-06,State_B,SC,14.45,11.77,12.71,No,Single,No
Student_9691,Female,1999-04-07,State_D,General,10.18,8.36,10.81,No,Single,No
Student_9692,Female,1999-04-07,State_A,OBC,11.42,12.05,14.49,No,Married,No
Student_9693,Female,1999-04-07,State_B,General,8.84,8.89,8.98,No,Married,No
Student_9694,Female,1999-04-07,State_B,OBC,10.06,8.69,8.48,No,Married,No
Student_9695,Female,1999-04-07,State_B,SC,13.15,12.59,12.15,No,Single,Yes
Student_9696,Male,1999-04-07,State_A,SC,11.95,12.49,12.71,Yes,Married,Yes
Student_9697,Male,1999-04-08,State_B,SC,14.41,15.84,17.51,No,Married,No
Student_9698,Male,1999-04-08,State_B,SC,15.15,13.29,18.2,No,Single,No
Student_9699,Female,1999-04-08,State_D,General,13.42,15.57,15.42,No,Single,No
Student_9700,Male,1999-04-08,State_D,OBC,10.05,11.28,11.64,No,Divorced,No
Student_9701,Female,1999-04-08,State_A,General,14.53,13.36,12.6,No,Single,Yes
Student_9702,Male,1999-04-08,State_D,General,14.64,15.36,13.57,No,Single,No
Student_9703,Male,1999-04-08,State_B,OBC,16.42,14.58,18.3,No,Married,No
Student_9704,Female,1999-04-09,State_B,General,14.91,16.5,20.0,No,Single,Yes
Student_9705,Male,1999-04-09,State_D,General,13.3,13.91,12.25,No,Single,No
Student_9706,Male,1999-04-09,State_B,OBC,12.33,11.51,7.46,No,Divorced,No
Student_9707,Female,1999-04-09,State_D,SC,8.12,8.48,4.47,Yes,Divorced,No
Student_9708,Female,1999-04-09,State_B,OBC,9.37,8.6,7.91,No,Single,Yes
Student_9709,Male,1999-04-09,State_A,OBC,9.46,9.38,9.31,No,Single,No
Student_9710,Male,1999-04-10,State_C,General,10.54,11.36,7.86,Yes,Single,No
Student_9711,Female,1999-04-10,State_C,SC,5.8,5.17,6.21,No,Single,No
Student_9712,Female,1999-04-10,State_C,ST,9.16,9.78,11.61,Yes,Single,No
Student_9713,Male,1999-04-10,State_D,OBC,14.89,14.94,13.2,No,Divorced,Yes
Student_9714,Female,1999-04-10,State_B,General,17.55,16.13,15.61,No,Single,No
Student_9715,Female,1999-04-10,State_B,General,6.34,9.27,6.5,No,Divorced,No
Student_9716,Female,1999-04-11,State_A,SC,6.09,4.15,3.22,No,Married,No
Student_9717,Female,1999-04-11,State_C,OBC,8.58,8.07,7.95,No,Married,No
Student_9718,Male,1999-04-11,State_A,General,6.49,4.01,3.83,No,Married,Yes
Student_9719,Female,1999-04-11,State_A,OBC,17.75,19.52,17.4,No,Single,No
Student_9720,Female,1999-04-11,State_C,SC,8.37,7.17,5.5,Yes,Single,No
Student_9721,Male,1999-04-11,State_D,SC,10.51,11.83,10.72,No,Married,No
Student_9722,Female,1999-04-12,State_B,SC,15.09,10.45,9.76,No,Single,No
Student_9723,Other,1999-04-12,State_D,OBC,13.93,13.81,14.07,No,Single,No
Student_9724,Male,1999-04-12,State_C,OBC,10.17,10.7,12.27,Yes,Single,No
Student_9725,Male,1999-04-12,State_C,General,8.09,5.68,8.45,No,Single,No
Student_9726,Male,1999-04-12,State_A,OBC,6.55,6.41,2.51,No,Married,No
Student_9727,Female,1999-04-12,State_D,SC,10.31,8.79,8.6,Yes,Single,No
Student_9728,Female,1999-04-12,State_B,OBC,6.79,2.96,4.53,No,Divorced,No
Student_9729,Male,1999-04-13,State_C,OBC,10.34,6.92,10.07,No,Married,No
Student_9730,Male,1999-04-13,State_D,General,7.84,7.56,7.23,No,Single,No
Student_9731,Female,1999-04-13,State_D,ST,8.86,8.26,7.81,No,Married,No
Student_9732,Male,1999-04-13,State_B,SC,11.12,13.4,15.79,No,Married,No
Student_9733,Female,1999-04-13,State_A,SC,10.96,10.8,8.99,No,Single,No
Student_9734,Male,1999-04-13,State_B,General,14.08,14.48,17.86,No,Single,No
Student_9735,Female,1999-04-14,State_B,OBC,12.17,13.38,13.67,Yes,Single,No
Student_9736,Female,1999-04-14,State_C,SC,11.45,13.72,13.44,No,Single,No
Student_9737,Male,1999-04-14,State_A,OBC,8.17,4.5,4.12,Yes,Married,No
Student_9738,Male,1999-04-14,State_D,General,3.53,4.87,6.5,No,Single,No
Student_9739,Female,1999-04-14,State_A,OBC,13.86,13.66,11.55,No,Single,No
Student_9740,Female,1999-04-14,State_B,OBC,12.0,14.68,16.39,No,Single,No
Student_9741,Male,1999-04-15,State_D,General,7.99,8.56,5.51,No,Single,No
Student_9742,Female,1999-04-15,State_D,General,5.67,2.21,0.58,Yes,Single,No
Student_9743,Male,1999-04-15,State_B,OBC,4.44,6.73,5.91,No,Married,No
Student_9744,Female,1999-04-15,State_B,General,7.22,7.89,7.44,No,Single,No
Student_9745,Male,1999-04-15,State_C,ST,9.26,11.2,11.87,No,Single,No
Student_9746,Female,1999-04-15,State_C,ST,9.64,6.4,6.17,Yes,Single,No
Student_9747,Male,1999-04-16,State_C,ST,8.57,6.77,5.69,No,Married,No
Student_9748,Male,1999-04-16,State_C,SC,8.85,10.7,9.42,No,Single,No
Student_9749,Male,1999-04-16,State_C,SC,12.25,13.81,13.49,No,Single,No
Student_9750,Male,1999-04-16,State_A,SC,10.08,8.93,8.53,Yes,Married,No
Student_9751,Female,1999-04-16,State_D,General,11.47,9.57,7.66,No,Married,No
Student_9752,Male,1999-04-16,State_D,General,9.07,6.02,5.97,Yes,Married,No
Student_9753,Male,1999-04-17,State_C,SC,6.89,4.8,2.72,Yes,Single,No
Student_9754,Male,1999-04-17,State_A,OBC,9.76,10.79,10.21,No,Single,No
Student_9755,Female,1999-04-17,State_B,SC,7.6,5.79,8.16,No,Single,No
Student_9756,Male,1999-04-17,State_A,General,14.94,12.22,7.89,No,Single,No
Student_9757,Female,1999-04-17,State_D,General,9.34,10.52,9.27,No,Single,No
Student_9758,Female,1999-04-17,State_C,General,5.93,7.37,6.47,No,Married,No
Student_9759,Female,1999-04-17,State_B,General,9.56,9.98,6.39,No,Single,No
Student_9760,Male,1999-04-18,State_C,SC,8.94,9.48,7.26,No,Divorced,No
Student_9761,Male,1999-04-18,State_C,ST,11.26,11.73,16.8,No,Single,No
Student_9762,Female,1999-04-18,State_B,OBC,6.46,6.12,7.59,No,Single,No
Student_9763,Male,1999-04-18,State_C,General,13.66,13.37,11.81,Yes,Married,No
Student_9764,Male,1999-04-18,State_D,General,11.32,12.63,12.0,No,Married,No
Student_9765,Male,1999-04-18,State_C,SC,7.98,5.61,3.36,No,Single,No
Student_9766,Male,1999-04-19,State_C,SC,5.1,7.98,6.9,No,Single,No
Student_9767,Female,1999-04-19,State_A,ST,10.6,8.8,7.71,No,Married,No
Student_9768,Male,1999-04-19,State_A,SC,15.3,17.05,20.0,No,Married,No
Student_9769,Male,1999-04-19,State_D,General,5.97,0.51,0.0,No,Single,No
Student_9770,Male,1999-04-19,State_A,OBC,9.89,10.49,8.07,Yes,Single,No
Student_9771,Female,1999-04-19,State_C,OBC,8.26,6.58,6.6,Yes,Single,No
Student_9772,Female,1999-04-20,State_A,General,11.16,10.71,9.96,No,Married,No
Student_9773,Female,1999-04-20,State_C,ST,11.04,11.2,7.8,No,Single,No
Student_9774,Female,1999-04-20,State_C,SC,16.59,14.81,17.33,No,Single,Yes
Student_9775,Female,1999-04-20,State_D,General,4.0,4.81,3.93,Yes,Married,Yes
Student_9776,Female,1999-04-20,State_C,OBC,15.09,14.96,18.09,No,Single,No
Student_9777,Male,1999-04-20,State_A,SC,10.68,10.2,11.12,No,Married,No
Student_9778,Male,1999-04-21,State_D,SC,15.46,13.76,12.36,No,Married,No
Student_9779,Female,1999-04-21,State_C,SC,13.32,11.34,12.07,No,Married,No
Student_9780,Male,1999-04-21,State_C,SC,6.31,3.85,4.07,No,Married,No
Student_9781,Female,1999-04-21,State_D,OBC,9.44,11.02,10.2,No,Single,No
Student_9782,Female,1999-04-21,State_D,General,13.68,13.56,16.58,No,Married,No
Student_9783,Male,1999-04-21,State_B,General,6.35,9.67,7.67,No,Married,No
Student_9784,Male,1999-04-21,State_C,OBC,13.06,14.96,15.99,No,Married,No
Student_9785,Male,1999-04-22,State_D,General,7.38,4.79,6.58,No,Single,No
Student_9786,Female,1999-04-22,State_C,SC,15.82,16.03,18.62,No,Single,No
Student_9787,Male,1999-04-22,State_C,General,8.35,6.64,7.48,No,Single,No
Student_9788,Female,1999-04-22,State_A,ST,7.69,7.39,7.65,Yes,Single,No
Student_9789,Male,1999-04-22,State_A,General,8.71,6.47,8.73,No,Divorced,No
Student_9790,Female,1999-04-22,State_C,OBC,13.07,14.95,13.38,No,Married,No
Student_9791,Female,1999-04-23,State_C,General,9.03,10.5,10.89,No,Single,No
Student_9792,Female,1999-04-23,State_D,SC,16.91,16.22,16.84,Yes,Single,No
Student_9793,Male,1999-04-23,State_A,General,7.67,5.64,6.49,No,Single,No
Student_9794,Female,1999-04-23,State_B,General,11.86,8.57,11.16,No,Single,No
Student_9795,Other,1999-04-23,State_D,OBC,14.24,12.14,11.58,No,Divorced,No
Student_9796,Female,1999-04-23,State_D,General,10.39,13.64,13.77,No,Single,No
Student_9797,Female,1999-04-24,State_A,OBC,9.91,6.69,3.71,No,Single,No
Student_9798,Female,1999-04-24,State_A,OBC,11.56,10.2,9.04,No,Single,Yes
Student_9799,Male,1999-04-24,State_B,ST,8.07,6.61,5.31,No,Single,No
Student_9800,Male,1999-04-24,State_D,ST,10.36,16.16,12.93,No,Single,No
Student_9801,Female,1999-04-24,State_B,General,6.84,6.59,4.89,No,Single,No
Student_9802,Male,1999-04-24,State_D,OBC,15.56,18.47,19.36,No,Single,Yes
Student_9803,Male,1999-04-25,State_A,General,13.8,13.52,13.68,No,Single,No
Student_9804,Male,1999-04-25,State_D,SC,12.67,16.76,17.13,Yes,Single,No
Student_9805,Female,1999-04-25,State_A,General,7.13,5.09,0.47,No,Single,Yes
Student_9806,Male,1999-04-25,State_B,General,17.03,17.87,19.1,Yes,Married,No
Student_9807,Female,1999-04-25,State_D,General,11.16,9.21,8.49,Yes,Divorced,Yes
Student_9808,Male,1999-04-25,State_C,OBC,15.03,13.99,15.5,No,Married,No
Student_9809,Male,1999-04-26,State_D,General,13.25,13.9,13.07,Yes,Single,No
Student_9810,Female,1999-04-26,State_A,OBC,3.62,2.21,3.44,Yes,Single,No
Student_9811,Female,1999-04-26,State_B,OBC,17.86,18.06,15.49,No,Single,No
Student_9812,Female,1999-04-26,State_A,OBC,7.55,11.14,10.55,No,Single,No
Student_9813,Male,1999-04-26,State_A,General,9.71,7.33,5.52,Yes,Single,No
Student_9814,Female,1999-04-26,State_D,General,9.81,8.78,5.75,No,Divorced,No
Student_9815,Female,1999-04-26,State_A,SC,14.84,16.34,16.37,No,Single,No
Student_9816,Female,1999-04-27,State_C,ST,10.19,10.0,7.81,Yes,Single,No
Student_9817,Female,1999-04-27,State_C,General,10.0,7.53,6.99,No,Single,No
Student_9818,Female,1999-04-27,State_C,General,13.42,11.78,11.7,No,Single,No
Student_9819,Female,1999-04-27,State_C,SC,11.41,8.25,6.06,No,Married,No
Student_9820,Female,1999-04-27,State_C,General,11.71,11.73,14.78,Yes,Single,No
Student_9821,Female,1999-04-27,State_A,General,11.22,11.52,6.17,No,Married,No
Student_9822,Female,1999-04-28,State_D,General,7.67,7.71,6.46,No,Single,No
Student_9823,Male,1999-04-28,State_C,General,14.69,13.0,13.22,Yes,Single,No
Student_9824,Male,1999-04-28,State_D,OBC,14.87,14.21,15.67,No,Single,No
Student_9825,Female,1999-04-28,State_B,OBC,11.75,10.45,8.38,No,Married,No
Student_9826,Male,1999-04-28,State_C,SC,18.0,18.75,20.0,No,Single,No
Student_9827,Female,1999-04-28,State_D,OBC,10.63,11.55,6.98,No,Single,Yes
Student_9828,Female,1999-04-29,State_D,General,9.85,12.63,11.81,No,Married,No
Student_9829,Male,1999-04-29,State_C,General,12.21,10.76,10.19,No,Single,No
Student_9830,Female,1999-04-29,State_D,General,13.18,12.31,14.07,No,Married,No
Student_9831,Male,1999-04-29,State_A,General,7.84,8.76,7.64,No,Divorced,No
Student_9832,Female,1999-04-29,State_D,General,14.72,18.56,17.63,No,Single,No
Student_9833,Female,1999-04-29,State_A,SC,4.03,2.05,2.63,No,Single,No
Student_9834,Male,1999-04-30,State_C,General,5.71,4.22,2.08,No,Single,Yes
Student_9835,Female,1999-04-30,State_C,OBC,14.89,13.94,17.58,No,Single,No
Student_9836,Male,1999-04-30,State_B,OBC,10.46,8.19,9.47,No,Single,No
Student_9837,Male,1999-04-30,State_A,OBC,8.71,7.96,7.58,Yes,Single,No
Student_9838,Female,1999-04-30,State_C,General,12.36,13.64,14.29,No,Single,No
Student_9839,Male,1999-04-30,State_A,SC,7.58,8.48,9.23,No,Single,No
Student_9840,Male,1999-04-30,State_C,General,10.69,12.4,12.87,No,Single,No
Student_9841,Male,1999-05-01,State_B,OBC,16.37,20.0,20.0,No,Single,No
Student_9842,Male,1999-05-01,State_D,OBC,8.74,11.31,14.04,Yes,Single,No
Student_9843,Female,1999-05-01,State_B,OBC,8.24,6.92,6.74,No,Married,No
Student_9844,Male,1999-05-01,State_A,General,10.34,12.41,14.25,Yes,Single,No
Student_9845,Female,1999-05-01,State_B,General,6.87,8.54,8.5,No,Single,No
Student_9846,Male,1999-05-01,State_C,SC,15.61,11.69,8.77,No,Single,No
Student_9847,Male,1999-05-02,State_D,SC,14.02,16.72,20.0,Yes,Divorced,No
Student_9848,Male,1999-05-02,State_A,OBC,2.93,1.97,0.0,Yes,Single,No
Student_9849,Male,1999-05-02,State_B,ST,7.43,11.48,8.07,Yes,Single,No
Student_9850,Female,1999-05-02,State_D,General,7.42,5.87,6.94,No,Single,No
Student_9851,Female,1999-05-02,State_B,General,13.73,12.68,14.1,No,Single,No
Student_9852,Male,1999-05-02,State_C,ST,8.09,6.67,5.52,No,Married,No
Student_9853,Female,1999-05-03,State_C,SC,9.12,9.73,6.57,No,Single,No
Student_9854,Male,1999-05-03,State_B,General,12.2,14.38,18.56,No,Single,No
Student_9855,Male,1999-05-03,State_D,General,13.38,11.85,11.55,No,Single,No
Student_9856,Female,1999-05-03,State_D,OBC,13.56,14.78,14.77,Yes,Single,No
Student_9857,Male,1999-05-03,State_A,OBC,15.07,10.63,13.43,No,Single,No
Student_9858,Female,1999-05-03,State_C,OBC,8.07,5.45,6.1,No,Married,No
Student_9859,Female,1999-05-04,State_A,General,4.42,3.17,4.8,No,Married,No
Student_9860,Female,1999-05-04,State_A,OBC,10.56,7.26,6.21,No,Single,Yes
Student_9861,Male,1999-05-04,State_B,OBC,14.5,11.43,9.56,No,Single,No
Student_9862,Male,1999-05-04,State_C,General,13.32,11.42,12.32,No,Single,Yes
